id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,response,complain,country,age,total_spend,total_purchases
9729,1955,Graduation,Widow,0.0,1,1,,48,189,10,253,56,43,64,6,8,2,7,7,0,0,0,0,0,0,0,GER,70,615,17
9665,1957,PhD,Divorced,0.0,0,1,,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,0,SA,68,361,12
2620,1974,PhD,Married,0.0,1,0,,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,1,0,SA,51,23,3
8254,1974,PhD,Married,0.0,1,0,,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,GER,51,23,3
3852,1961,Master,Together,0.0,1,1,,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,IND,64,964,23
1000,1961,Master,Together,0.0,1,1,,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,SP,64,964,23
3099,1970,Graduation,Divorced,0.0,1,1,,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,SP,55,310,11
6318,1988,Graduation,Married,0.0,0,0,,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,CA,37,1366,29
5396,1988,Graduation,Married,0.0,0,0,,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,AUS,37,1366,29
7966,1959,Graduation,Single,0.0,1,1,,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,0,1,SP,66,1191,27
454,1980,Graduation,Together,0.0,1,0,,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,SA,45,1135,26
309,1961,PhD,Together,0.0,0,1,,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,SA,64,1101,16
3571,1961,PhD,Together,0.0,0,1,,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,1,0,SP,64,1101,16
8395,1961,Graduation,Single,0.0,0,0,,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,1,0,SA,64,1511,21
2591,1959,Graduation,Widow,0.0,0,1,,49,526,35,214,69,53,35,2,6,3,4,2,0,0,0,0,0,0,0,US,66,932,13
1640,1954,Graduation,Divorced,0.0,1,1,,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,0,SP,71,108,6
810,1975,Graduation,Married,0.0,0,1,,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,SP,50,641,17
9423,1979,Master,Married,0.0,1,0,,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0,SP,46,46,6
4345,1964,2n Cycle,Single,0.0,1,1,,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,AUS,61,21,3
89,1975,2n Cycle,Married,0.0,1,0,,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,SA,50,69,6
5294,1989,Graduation,Single,0.0,1,0,,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,SP,36,57,7
1321,1974,Graduation,Married,0.0,1,0,,49,22,2,18,0,2,12,3,3,0,3,8,0,0,0,0,0,0,0,CA,51,56,6
2686,1969,Basic,Together,0.0,0,0,,49,0,1,4,15,1,5,1,1,0,2,7,0,0,0,0,0,0,0,AUS,56,26,3
1215,1978,Graduation,Together,0.0,0,0,,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,SP,47,1572,22
9283,1978,Graduation,Single,0.0,1,2,,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,CA,47,18,3
3120,1981,Graduation,Together,0.0,1,0,,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,0,1,CA,44,22,3
5868,1980,Graduation,Married,0.0,1,0,,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0,CA,45,46,4
8143,1985,PhD,Single,0.0,0,0,,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,1,0,SP,40,265,11
3479,1950,Graduation,Single,0.0,0,0,,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,CA,75,50,5
7214,1957,Graduation,Married,0.0,0,0,,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,SP,68,1283,17
5543,1966,Graduation,Together,0.0,0,1,,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,SP,59,802,20
9347,1956,Master,Together,0.0,0,1,,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,SP,69,46,4
10160,1956,Master,Together,0.0,0,1,,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,SP,69,46,4
1406,1975,Graduation,Single,0.0,1,1,,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,SP,50,415,14
7019,1963,Graduation,Together,0.0,1,1,,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,0,0,SA,62,211,9
2157,1972,Graduation,Together,0.0,1,1,,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,CA,53,77,6
8939,1959,Graduation,Divorced,0.0,0,1,,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,SP,66,730,19
10250,1947,Basic,Together,0.0,0,0,,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,SP,78,28,3
1272,1965,Master,Single,0.0,0,1,,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,AUS,60,903,22
3007,1966,Graduation,Together,0.0,1,1,,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,IND,59,40,4
5513,1966,Graduation,Together,0.0,1,1,,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,SP,59,40,4
679,1957,PhD,Married,0.0,1,1,,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,SP,68,38,4
8876,1963,PhD,Together,0.0,1,1,,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,SP,62,152,8
10827,1967,PhD,Married,0.0,1,1,,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,AUS,58,146,7
7300,1952,Graduation,Divorced,0.0,0,1,,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,IND,73,535,16
4268,1959,Graduation,Married,0.0,0,1,,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0,US,66,158,8
4603,1960,PhD,Married,0.0,0,1,,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,SP,65,656,19
8659,1952,PhD,Together,0.0,0,1,,50,750,71,174,13,10,20,2,6,8,11,2,0,0,0,0,0,0,0,GER,73,1038,25
10708,1978,2n Cycle,Single,0.0,1,0,,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,SP,47,33,4
1176,1973,Graduation,Married,0.0,1,0,,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,SP,52,25,3
10380,1972,Master,Married,0.0,1,0,,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,0,IND,53,106,6
7037,1974,PhD,Married,0.0,1,0,,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,SA,51,401,14
11096,1952,2n Cycle,Together,0.0,0,1,,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,SP,73,232,10
6374,1954,PhD,Married,0.0,0,1,,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0,SP,71,297,11
5552,1963,Master,Divorced,0.0,1,1,,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,SA,62,293,11
2245,1969,Master,Married,0.0,1,1,,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,SP,56,139,7
6200,1951,Graduation,Married,0.0,0,1,,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,SP,74,901,21
9904,1956,Graduation,Married,0.0,0,1,,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,CA,69,1043,23
10031,1976,PhD,Married,0.0,1,1,,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0,SA,49,53,7
6642,1961,Graduation,Divorced,0.0,2,1,,50,30,5,22,8,9,28,4,2,1,4,6,0,0,0,0,0,0,0,SA,64,102,7
10882,1976,Graduation,Married,0.0,0,1,,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,SP,49,915,13
5636,1963,Graduation,Single,0.0,0,0,,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,1,0,IND,62,167,7
8692,1952,Graduation,Together,0.0,1,1,,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,SP,73,240,10
8091,1956,Graduation,Married,0.0,0,1,,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,0,0,IND,69,1106,16
8080,1986,Graduation,Single,0.0,0,0,,50,5,1,6,3,4,3,1,0,0,3,4,0,0,0,0,0,0,0,IND,39,22,3
8370,1976,2n Cycle,Together,0.0,0,1,,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,CA,49,1159,16
4550,1966,Master,Together,0.0,0,1,,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0,SP,59,71,5
3381,1953,Master,Married,0.0,1,1,,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,CA,72,90,6
10556,1959,Graduation,Married,0.0,0,1,,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,SP,66,358,13
9467,1984,Graduation,Single,0.0,1,0,,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,SP,41,20,4
2891,1963,Graduation,Divorced,0.0,0,1,,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,US,62,928,21
5011,1963,Graduation,Divorced,0.0,0,1,,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,SP,62,928,21
8140,1973,Graduation,Together,0.0,1,0,,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,AUS,52,95,7
11039,1975,Graduation,Married,0.0,0,1,,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,SP,50,311,11
78,1969,Graduation,Married,0.0,1,0,,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,SP,56,37,4
5517,1969,Graduation,Married,0.0,1,0,,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,AUS,56,37,4
5290,1964,PhD,Married,0.0,1,1,,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,CA,61,279,11
4128,1962,PhD,Together,0.0,0,1,,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,SA,63,725,18
8534,1952,Graduation,Married,0.0,0,2,,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,SP,73,992,24
9592,1983,Graduation,Together,0.0,1,0,,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,SP,42,33,5
8957,1952,2n Cycle,Single,0.0,1,1,,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,SA,73,1120,14
9308,1954,Graduation,Married,0.0,0,0,,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,SA,71,976,13
544,1954,Graduation,Married,0.0,0,0,,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,SP,71,976,13
5989,1959,2n Cycle,Divorced,0.0,0,1,,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,CA,66,1576,23
635,1966,Master,Married,0.0,1,1,,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,SP,59,610,17
6673,1965,Graduation,Single,0.0,0,0,,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,US,60,129,6
1710,1978,Graduation,Single,0.0,1,0,,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,SP,47,279,11
523,1989,Graduation,Married,0.0,1,0,,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,SP,36,74,6
8977,1985,Basic,Single,0.0,0,0,,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,SP,40,24,3
9736,1980,Graduation,Married,0.0,1,1,,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0,US,45,96,6
1544,1967,Master,Divorced,0.0,0,0,,51,741,68,689,224,68,103,1,4,2,10,2,0,0,0,0,0,0,0,CA,58,1893,16
6575,1981,Graduation,Together,0.0,1,1,,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0,SA,44,612,17
6147,1971,Graduation,Divorced,0.0,1,0,,51,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,0,GER,54,28,3
6354,1984,Graduation,Together,0.0,1,0,,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,1,0,SP,41,47,4
4769,1977,Master,Together,0.0,1,1,,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,SP,48,493,16
7540,1952,Graduation,Married,0.0,0,1,,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,SP,73,270,11
5247,1955,PhD,Married,0.0,1,1,,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,SP,70,45,5
5987,1989,2n Cycle,Together,0.0,1,0,,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,SP,36,43,5
9960,1991,Basic,Single,0.0,1,0,,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,SA,34,14,3
10972,1949,Graduation,Widow,0.0,0,0,,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,SP,76,939,13
1399,1958,Graduation,Married,0.0,0,0,,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,SP,67,1515,19
2698,1976,Graduation,Single,0.0,0,1,,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,US,49,415,14
6340,1985,Graduation,Single,0.0,1,0,,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,SA,40,26,4
4107,1948,PhD,Together,0.0,0,2,,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,SP,77,425,14
10906,1948,PhD,Together,0.0,0,2,,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,SA,77,425,14
2557,1970,Master,Single,0.0,1,0,,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,SP,55,29,4
8786,1956,Master,Married,0.0,0,1,,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,GER,69,450,14
7187,1969,Master,Together,0.0,1,1,,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,AUS,56,721,18
6119,1963,PhD,Single,0.0,1,1,,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,SP,62,17,3
2980,1952,Master,Single,0.0,1,1,,52,12,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,0,0,CA,73,35,6
3850,1963,Basic,Together,0.0,0,1,,52,3,3,3,15,4,15,1,1,0,3,6,0,0,0,0,0,0,0,IND,62,43,4
1077,1974,Graduation,Together,0.0,0,0,,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,SP,51,1020,14
9733,1978,Basic,Together,0.0,1,0,,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,IND,47,80,4
8462,1978,Basic,Together,0.0,1,0,,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,SP,47,80,4
4764,1952,Master,Together,0.0,1,1,,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,1,0,SA,73,169,8
2223,1965,2n Cycle,Divorced,0.0,0,1,,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,SP,60,1826,25
7788,1983,PhD,Married,0.0,1,0,,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,SP,42,10,3
5827,1958,Graduation,Divorced,0.0,1,1,,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,SA,67,62,7
2958,1978,Graduation,Married,0.0,2,0,,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,SP,47,57,7
4954,1956,Graduation,Married,0.0,1,1,,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,SP,69,265,11
3139,1982,2n Cycle,Single,0.0,0,0,,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,SA,43,2052,18
9952,1947,Master,Together,0.0,0,0,,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0,SA,78,1105,16
8180,1952,Master,Divorced,0.0,1,1,,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,US,73,310,12
3276,1976,2n Cycle,Together,0.0,1,0,,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,SA,49,78,6
4994,1943,Master,Single,0.0,0,0,,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,SP,82,1735,25
3598,1972,Graduation,Married,0.0,0,1,,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,SP,53,606,18
945,1965,Graduation,Together,0.0,0,1,,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,SP,60,133,7
5048,1971,PhD,Single,0.0,2,0,,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,SA,54,131,6
6214,1982,Master,Married,0.0,1,0,,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,SP,43,79,5
6230,1971,Graduation,Divorced,0.0,1,1,,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,SP,54,189,9
2968,1943,PhD,Divorced,0.0,0,0,,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,AUS,82,902,22
8800,1943,PhD,Divorced,0.0,0,0,,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,SA,82,902,22
1907,1950,Master,Divorced,0.0,0,1,,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1,0,SP,75,1477,21
10478,1950,PhD,Married,0.0,1,1,,53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,1,0,SA,75,633,18
4188,1957,Graduation,Single,0.0,0,1,,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,1,0,AUS,68,354,11
8720,1978,2n Cycle,Together,0.0,0,0,,53,32,2,1607,12,4,22,0,0,0,1,0,0,1,0,0,0,0,0,IND,47,1679,1
2225,1977,Graduation,Divorced,0.0,0,0,,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,1,0,AUS,48,1617,20
4790,1958,Graduation,Divorced,0.0,0,1,,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,SP,67,868,12
1131,1967,PhD,Single,0.0,0,1,,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0,SA,58,95,6
202,1948,PhD,Widow,0.0,0,0,,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,IND,77,1234,17
9589,1948,PhD,Widow,0.0,0,0,,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,IND,77,1234,17
3900,1972,Graduation,Married,0.0,0,1,,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,CA,53,769,20
9958,1972,Graduation,Married,0.0,0,1,,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,AUS,53,769,20
8955,1957,PhD,Together,0.0,0,2,,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,SP,68,49,4
10033,1973,2n Cycle,Divorced,0.0,1,0,,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,GER,52,38,4
5751,1973,2n Cycle,Divorced,0.0,1,0,,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,CA,52,38,4
3308,1952,Graduation,Married,0.0,1,1,,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,SA,73,94,6
7297,1973,Graduation,Single,0.0,1,0,,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,SA,52,57,7
8008,1983,Graduation,Together,0.0,1,0,,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,SP,42,119,6
1232,1982,PhD,Together,0.0,0,0,,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,GER,43,1244,16
2345,1982,PhD,Together,0.0,0,0,,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,AUS,43,1244,16
1628,1971,Graduation,Together,0.0,0,0,,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,SA,54,960,16
5081,1967,2n Cycle,Together,0.0,1,1,,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,SP,58,47,4
839,1975,PhD,Married,0.0,1,0,,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,SP,50,170,8
3706,1978,Graduation,Single,0.0,1,0,,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,1,0,SP,47,94,6
5154,1972,Master,Divorced,0.0,1,0,,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,SP,53,54,5
8584,1952,PhD,Together,0.0,0,0,,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,SP,73,1165,16
6583,1955,2n Cycle,Married,0.0,0,0,,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,SP,70,981,20
3433,1955,2n Cycle,Married,0.0,0,0,,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,SP,70,981,20
10486,1948,Graduation,Married,0.0,0,0,,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,SP,77,990,16
8687,1978,Graduation,Together,0.0,0,1,,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,IND,47,486,13
7842,1968,Graduation,Single,0.0,1,1,,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,SP,57,74,6
3749,1973,Graduation,Together,0.0,0,0,,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,CA,52,1580,23
1331,1977,Graduation,Single,0.0,1,0,,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,AUS,48,72,5
5995,1962,Graduation,Divorced,0.0,1,1,,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,1,0,SP,63,384,13
8985,1964,2n Cycle,Together,0.0,0,1,,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,SP,61,1211,27
2798,1977,PhD,Together,0.0,0,0,,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,1,0,SA,48,1240,26
7108,1965,Master,Widow,0.0,1,1,,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,SA,60,353,12
2781,1981,Graduation,Single,0.0,0,0,,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,1,0,SA,44,1792,16
3623,1976,Graduation,Together,0.0,1,0,,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,IND,49,45,7
194,1965,Graduation,Married,0.0,1,1,,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,SP,60,41,4
10833,1975,Graduation,Married,0.0,0,1,,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,SP,50,973,24
2315,1960,Graduation,Divorced,0.0,0,1,,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,SP,65,96,5
6336,1960,Graduation,Married,0.0,1,1,,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,SA,65,48,6
10738,1951,Master,Single,0.0,1,1,,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,AUS,74,65,5
8286,1965,PhD,Together,0.0,0,1,,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,SA,60,122,7
2166,1960,2n Cycle,Widow,0.0,1,1,,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,SA,65,23,3
10691,1960,Master,Married,0.0,1,1,,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,SP,65,43,4
9739,1963,Graduation,Single,0.0,0,1,,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,SP,62,114,6
1829,1961,PhD,Divorced,0.0,0,1,,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,1,0,SP,64,1232,18
6260,1955,Master,Together,0.0,0,0,,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,1,0,AUS,70,1957,26
10448,1956,Graduation,Single,0.0,0,1,,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,SP,69,377,13
1343,1968,Graduation,Together,0.0,1,1,,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,US,57,586,16
4749,1968,Graduation,Together,0.0,1,1,,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,IND,57,586,16
531,1954,PhD,Divorced,0.0,0,1,,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,1,0,SP,71,1662,22
6905,1994,Graduation,Together,0.0,0,0,,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,SP,31,1004,20
1045,1965,Graduation,Together,0.0,0,1,,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,SP,60,279,11
4012,1972,PhD,Together,0.0,0,1,,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,0,GER,53,1226,18
5529,1946,PhD,Together,0.0,2,1,,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,CA,79,444,15
4001,1946,PhD,Together,0.0,2,1,,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,SA,79,444,15
10420,1955,Master,Divorced,0.0,0,1,,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,US,70,222,9
7723,1979,Graduation,Together,0.0,0,0,,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,GER,46,1440,20
2963,1979,Graduation,Together,0.0,0,0,,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,AUS,46,1440,20
10634,1951,Master,Married,0.0,0,0,,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,SP,74,406,14
5180,1968,PhD,Divorced,0.0,0,1,,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,SP,57,149,8
6866,1969,Master,Together,0.0,1,1,,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,SA,56,34,4
